nom_de_la_commune,code_postal,ligne_5
ECLARON BRAUCOURT STE LIVIERE,52290,STE LIVIERE
HAUBAN,65200,
SOUCY,2600,
MELLECEY,71640,
FAUX MAZURAS,23400,
EFFINCOURT,52300,
HECHES,65250,
TARTIERS,2290,
MENETREUIL,71470,
FONTANIERES,23110,
EPIZON,52230,BETTONCOURT LE HAUT
HERES,65700,
TERGNIER,2700,
MERCUREY,71640,
FRANSECHES,23480,
EPIZON,52270,AUGEVILLE
IZAUX,65250,
TERGNIER,2700,FARGNIERS
MERCUREY,71640,BOURGNEUF VAL D OR
GOUZON,23230,LES FORGES
FAYL BILLOT,52500,CHARMOY
JUILLAN,65290,
TORCY EN VALOIS,2810,
MONTAGNY LES BUXY,71390,
LE GRAND BOURG,23240,
FRONCLES,52320,BUXIERES LES FRONCLES
ARRAYOU LAHITTE,65100,
TRAVECY,2800,
MONTCENIS,71710,
ISSOUDUN LETRIEIX,23130,
FRONCLES,52320,PROVENCHERES SUR MARNE
LASCAZERES,65700,
TRELOU SUR MARNE,2850,
MONT LES SEURRE,71270,
JALESCHES,23270,
LA GENEVROYE,52320,
LAYRISSE,65380,
URCEL,2000,
MORLET,71360,
JANAILLAT,23250,
GERMAY,52230,
LOMBRES,65150,
LA VALLEE AU BLE,2140,
LA MOTTE ST JEAN,71160,
JARNAGES,23140,
GIEY SUR AUJON,52210,
LOMNE,65130,
VASSOGNE,2160,
MUSSY SOUS DUN,71170,
MAISONNISSES,23150,
GILLANCOURT,52330,
LUBRET ST LUC,65220,
VAUX ANDIGNY,2110,
NANTON,71240,
MALLERET,23260,
GUINDRECOURT SUR BLAISE,52330,
LUZ ST SAUVEUR,65120,
VERDILLY,2400,
NAVILLY,71270,
MANSAT LA COURRIERE,23400,
HAUTE AMANCE,52600,HORTES
LUZ ST SAUVEUR,65120,ST SAUVEUR LES BAINS
GRAND VERLY,2120,
OUROUX SUR SAONE,71370,
MONTAIGUT LE BLANC,23320,
HUILLIECOURT,52150,
MADIRAN,65700,
VIGNEUX HOCQUET,2340,
OZENAY,71700,
MOURIOUX VIEILLEVILLE,23210,
HUMES JORQUENAY,52200,JORQUENAY
MANSAN,65140,
VILLEMONTOIRE,2210,
OZOLLES,71120,
MOUTIER MALCARD,23220,
JONCHERY,52000,SARCICOURT
MARSAS,65200,
VILLERS LE SEC,2240,
PALLEAU,71350,
MOUTIER ROZEILLE,23200,
LAFERTE SUR AMANCE,52500,
MONT,65240,
VILLERS SUR FERE,2130,
PERRECY LES FORGES,71420,
LA NOUAILLE,23500,
BAYARD SUR MARNE,52170,PREZ SUR MARNE
MONTEGUT,65150,
VILLIERS ST DENIS,2310,
PERREUIL,71510,
LA SERRE BUSSIERE VIEILLE,23190,
LANEUVILLE AU PONT,52100,
MONTGAILLARD,65200,
VINCY REUIL ET MAGNY,2340,
PERRIGNY SUR LOIRE,71160,
SOUBREBOST,23250,
LANTY SUR AUBE,52120,
MOULEDOUS,65190,
VOHARIES,2140,
LA PETITE VERRIERE,71400,
ST AGNANT PRES CROCQ,23260,
LARIVIERE ARNONCOURT,52400,
NEUILH,65200,
ARFEUILLES,3120,
PIERRECLOS,71960,
ST BARD,23260,
LATRECEY ORMOY SUR AUBE,52120,
NOUILHAN,65500,
ARPHEUILLES ST PRIEST,3420,
PIERRE DE BRESSE,71270,
ST CHABRAIS,23130,
LAVILLENEUVE,52140,
ORIEUX,65190,
BAGNEUX,3460,
PONTOUX,71270,
FURSAC,23290,ST PIERRE DE FURSAC
LAVILLENEUVE AU ROI,52330,
ORLEIX,65800,
BAYET,3500,
PRESSY SOUS DONDIN,71220,
ST GERMAIN BEAUPRE,23160,FORGEVIEILLE
LESCHERES SUR LE BLAISERON,52110,
OROIX,65320,
BEAUNE D ALLIER,3390,
RANCY,71290,
ST HILAIRE LA PLAINE,23150,
LIFFOL LE PETIT,52700,
OSSUN,65380,
BILLEZOIS,3120,
RECLESNE,71540,
ST LAURENT,23000,
MAATZ,52500,
OURDE,65370,
BIOZAT,3800,
RIGNY SUR ARROUX,71160,
ST LEGER BRIDEREIX,23300,
MAIZIERES,52300,
OURSBELILLE,65490,
LE BOUCHAUD,3130,
ST ANDRE LE DESERT,71220,
ST LEGER LE GUERETOIS,23000,
MANOIS,52700,
OUSTE,65100,
BROUT VERNET,3110,
ST BONNET DE JOUX,71220,
ST MAIXANT,23200,
MARANVILLE,52370,
OUZOUS,65400,
LA CELLE,3600,
ST BONNET EN BRESSE,71310,
ST MARC A FRONGIER,23200,
MELAY,52400,
PERE,65130,
CESSET,3500,
ST CLEMENT SUR GUYE,71460,
ST MOREIL,23400,
MILLIERES,52240,
PEYRUN,65140,
CHAMBLET,3170,
ST DIDIER EN BRESSE,71620,
ST PARDOUX D ARNET,23260,
MOESLAINS,52100,
POUMAROUS,65190,
LA CHAPELAUDE,3380,
ST DIDIER EN BRIONNAIS,71110,
ST PARDOUX LES CARDS,23150,
VAL DE MEUSE,52140,
POUYASTRUC,65350,
LA CHAPELLE,3300,
ST DIDIER SUR ARROUX,71190,
ST PIERRE BELLEVUE,23460,LE COMPEIX
VAL DE MEUSE,52140,RECOURT
PUNTOUS,65230,
LA CHAPELLE AUX CHASSES,3230,
ST EMILAND,71490,
ST SILVAIN SOUS TOULX,23140,
NARCY,52170,
RECURT,65330,
CHARROUX,3140,
ST ETIENNE EN BRESSE,71370,
TROIS FONDS,23230,
NEUVELLE LES VOISEY,52400,
ST LANNE,65700,
CHATEL MONTAGNE,3250,
ST FIRMIN,71670,
VALLIERE,23120,
NOYERS,52240,
ST LAURENT DE NESTE,65150,
CHATELUS,3120,
ST GENGOUX DE SCISSE,71260,
VERNEIGES,23170,
OUDINCOURT,52310,
ST PASTOUS,65400,
CHATILLON,3210,
ST GERMAIN DU BOIS,71330,
AGONAC,24460,
OZIERES,52700,
SARRIAC BIGORRE,65140,
CHAVENON,3440,
ST GERVAIS SUR COUCHES,71490,
ANTONNE ET TRIGONANT,24420,
LE PAILLY,52600,
SARROUILLES,65600,
CHIRAT L EGLISE,3330,
ST HURUGE,71460,
BARDOU,24560,
PERROGNEY LES FONTAINES,52160,PIERREFONTAINES
SASSIS,65120,
COGNAT LYONNE,3110,
ST JULIEN SUR DHEUNE,71210,
BEAUMONTOIS EN PERIGORD,24440,BEAUMONT DU PERIGORD
PERTHES,52100,
SAUVETERRE,65700,
COULANDON,3000,
ST MARCEL,71380,
BEAUREGARD DE TERRASSON,24120,
PLANRUPT,52220,
SERON,65320,
COULEUVRE,3320,
ST MARTIN DE SALENCEY,71220,
PAYS DE BELVES,24170,BELVES
POINSON LES NOGENT,52800,
SIARROUY,65500,
CREUZIER LE VIEUX,3300,
ST MARTIN SOUS MONTAIGU,71640,
BOISSE,24560,
POISEUL,52360,
SINZOS,65190,
CUSSET,3300,
ST MAURICE DE SATONNAY,71260,
BONNEVILLE ET ST AVIT DE FUMADIERES,24230,
LE CHATELET SUR MEUSE,52400,POUILLY EN BASSIGNY
SIREIX,65400,
DROITURIER,3120,
ST SYMPHORIEN D ANCELLES,71570,
BOUILLAC,24480,
POULANGY,52800,
SOUES,65430,
ECHASSIERES,3330,
ST SYMPHORIEN D ANCELLES,71570,ST ROMAIN DES ILES
BOULAZAC ISLE MANOIRE,24330,ST LAURENT SUR MANOIRE
RIVES DERVOISES,52220,LONGEVILLE SUR LA LAINES
THEBE,65370,
FLEURIEL,3140,
ST SYMPHORIEN DES BOIS,71800,
BOURDEILLES,24310,
ROCHES SUR MARNE,52410,
THERMES MAGNOAC,65230,
GENNETINES,3400,
ST VALLERIN,71390,
BOURG DES MAISONS,24320,
ROLAMPONT,52260,LANNES
TOURNAY,65190,
GIPCY,3210,
ST VINCENT DES PRES,71250,
BOURNIQUEL,24150,
RUPT,52300,
UGNOUAS,65140,
ISLE ET BARDAIS,3360,
LA SALLE,71260,
BRANTOME EN PERIGORD,24310,SENCENAC PUY DE FOURCHES
ST CIERGUES,52200,
VILLEFRANQUE,65700,
JALIGNY SUR BESBRE,3220,
SAULES,71390,
BRANTOME EN PERIGORD,24460,EYVIRAT
ST URBAIN MACONCOURT,52300,
VILLELONGUE,65260,
LAPRUGNE,3250,
SAUNIERES,71350,
BUSSAC,24350,
ST URBAIN MACONCOURT,52300,MACONCOURT
VILLENAVE PRES BEARN,65500,
LETELON,3360,
SAVIGNY SUR SEILLE,71440,
CALES,24150,
SAUDRON,52230,
ARGELES SUR MER,66700,ARGELES PLAGE
LIERNOLLES,3130,
SERLEY,71310,
CAMPAGNE,24260,
SAULXURES,52140,
BAGES,66670,
LIMOISE,3320,
SERRIGNY EN BRESSE,71310,
LA CASSAGNE,24120,
SAVIGNY,52500,
BAILLESTAVY,66320,
LOUROUX BOURBONNAIS,3350,
SEVREY,71100,
CASTELS ET BEZENAC,24220,BEZENAC
TERNAT,52210,
BOULETERNERE,66130,
MARIGNY,3210,
SIGY LE CHATEL,71250,
CHALAIS,24800,
THIVET,52800,
CAUDIES DE CONFLENT,66360,
MEAULNE VITRAY,3360,MEAULNE
TAIZE,71250,
CHAMPS ROMAIN,24470,
TREIX,52000,
CONAT,66500,
MONETAY SUR LOIRE,3470,
LE TARTRE,71330,
CHAPDEUIL,24320,
VALLEROY,52500,
ELNE,66200,
MONTCOMBROUX LES MINES,3130,
TOUTENANT,71350,
LA CHAPELLE GRESIGNAC,24320,
VAUDRECOURT,52150,
ENVEITG,66760,
MONTORD,3500,
TRONCHY,71440,
LA CHAPELLE MONTMOREAU,24300,
VICQ,52400,
ESTAVAR,66800,
MURAT,3390,
VENDENESSE LES CHAROLLES,71120,
CHERVAL,24320,
VIGNES LA COTE,52700,
ESTOHER,66320,
NASSIGNY,3190,
VENDENESSE SUR ARROUX,71130,
COLOMBIER,24560,
VILLEGUSIEN LE LAC,52190,PIEPAPE
FENOUILLET,66220,
NERIS LES BAINS,3310,
VINDECY,71110,
COMBERANCHE ET EPELUCHE,24600,
VILLEGUSIEN LE LAC,52190,PRANGEY
FINESTRET,66320,
NEUILLY LE REAL,3340,
VIRE,71260,
COURS DE PILE,24520,
VILLIERS LES APREY,52190,
FOURQUES,66300,
NOYANT D ALLIER,3210,
VITRY SUR LOIRE,71140,
CREYSSE,24100,
VITRY EN MONTAGNE,52160,
JOCH,66320,
POUZY MESANGY,3320,
AILLIERES BEAUVOIR,72600,
DOUCHAPT,24350,
VITRY LES NOGENT,52800,
LAMANERE,66230,
REUGNY,3190,
AUBIGNE RACAN,72800,
EGLISE NEUVE DE VERGT,24380,
VOISINES,52200,
LATOUR DE CAROL,66760,
ST ELOY D ALLIER,3370,
AVEZE,72400,
EYGURANDE ET GARDEDEUIL,24700,
VRONCOURT LA COTE,52240,
LATOUR DE FRANCE,66720,
ST LEOPARDIN D AUGY,3160,
AVOISE,72430,
LES EYZIES,24260,ST CIRQ
LA BACONNIERE,53240,
LESQUERDE,66220,
ST MARCEL EN MARCILLAT,3420,
BEAUMONT PIED DE BOEUF,72500,
LES EYZIES,24620,SIREUIL
BALLOTS,53350,
LLAURO,66300,
ST MARTIN DES LAIS,3230,
BERFAY,72320,
FANLAC,24290,
LA BAZOGE MONTPINCON,53440,
MONTESCOT,66200,
ST PLAISIR,3160,
BERUS,72610,
LE FLEIX,24130,
BEAULIEU SUR OUDON,53320,
MOSSET,66500,
ST POURCAIN SUR SIOULE,3500,
BONNETABLE,72110,
GARDONNE,24680,
BIERNE LES VILLAGES,53290,ST MICHEL DE FEINS
OMS,66400,
ST SAUVIER,3370,
BOURG LE ROI,72610,
GRUN BORDAS,24380,
LE BIGNON DU MAINE,53170,
PERPIGNAN,66000,
SORBIER,3220,
LA CHAPELLE D ALIGNE,72300,
JAURE,24140,
BONCHAMP LES LAVAL,53960,
LE PERTHUS,66480,
TARGET,3140,
LA CHAPELLE ST AUBIN,72650,
JAVERLHAC ET LA CHAPELLE ST ROBERT,24300,
BOULAY LES IFS,53370,
PLANEZES,66720,
TEILLET ARGENTY,3410,
LA CHAPELLE ST REMY,72160,
LA JEMAYE PONTEYRAUD,24410,LA JEMAYE
BRAINS SUR LES MARCHES,53350,
PORTE PUYMORENS,66760,
TERJAT,3420,
LA CHARTRE SUR LE LOIR,72340,
LA JEMAYE PONTEYRAUD,24410,PONTEYRAUD
CARELLES,53120,
PRATS DE MOLLO LA PRESTE,66230,
LE THEIL,3240,
MONTVAL SUR LOIR,72500,MONTABON
LAMONZIE ST MARTIN,24680,
CHANTRIGNE,53300,
PRUNET ET BELPUIG,66130,
TREVOL,3460,
CHEMIRE LE GAUDIN,72210,
LANQUAIS,24150,
CHATEAU GONTIER SUR MAYENNE,53200,BAZOUGES
ST CYPRIEN,66750,
USSEL D ALLIER,3140,
CHENAY,72610,
LIMEYRAT,24210,
CHATILLON SUR COLMONT,53100,
ST GENIS DES FONTAINES,66740,
VAUMAS,3220,
CHERANCE,72170,
MARNAC,24220,
CHEMERE LE ROI,53340,
ST JEAN LASSEILLE,66300,
VILLEFRANCHE D ALLIER,3430,
CONLIE,72240,
MARQUAY,24620,
COSSE EN CHAMPAGNE,53340,
ST LAURENT DE CERDANS,66260,
VILLEFRANCHE D ALLIER,3430,NEUVILLE
CONNERRE,72160,
MAUZAC ET GRAND CASTANG,24150,
DAON,53200,
ST PAUL DE FENOUILLET,66220,
VILLENEUVE SUR ALLIER,3460,
COURCEMONT,72110,
MIALET,24450,
DENAZE,53400,
SAUTO,66210,
YGRANDE,3160,
DEGRE,72550,
MILHAC DE NONTRON,24470,
EVRON,53150,ST CHRISTOPHE DU LUAT
SOURNIA,66730,
ALLOS,4260,LA FOUX D ALLOS
DOUCELLES,72170,
MONESTIER,24240,
FONTAINE COUVERTE,53350,
TERRATS,66300,
ANNOT,4240,
EPINEU LE CHEVREUIL,72540,
MOULEYDIER,24520,
LE GENEST ST ISLE,53940,
TOULOUGES,66350,
AUBIGNOSC,4200,
GESNES LE GANDELIN,72130,
NAILHAC,24390,
GENNES LONGUEFUYE,53200,LONGUEFUYE
VALMANYA,66320,
AUZET,4140,
LE GRAND LUCE,72150,
NANTHEUIL,24800,
GORRON,53120,
VILLEFRANCHE DE CONFLENT,66500,
BARCELONNETTE,4400,
JOUE EN CHARNIE,72540,
NONTRON,24300,
GREZ EN BOUERE,53290,
VINCA,66320,
BAYONS,4250,
LAIGNE EN BELIN,72220,
PAYZAC,24270,
HARDANGES,53640,
VINGRAU,66600,
BELLAFFAIRE,4250,
LIGRON,72270,
PEYZAC LE MOUSTIER,24620,
JAVRON LES CHAPELLES,53250,LES CHAPELLES
ALBE,67220,
BEVONS,4200,
LOMBRON,72450,
POMPORT,24240,
LASSAY LES CHATEAUX,53110,NIORT LA FONTAINE
ALTENHEIM,67490,
LE CAIRE,4250,
LOUZES,72600,
ST ANDRE D ALLAS,24200,
LIVRE LA TOUCHE,53400,
ALTWILLER,67260,
CASTELLANE,4120,TAULANNE
LE LUART,72390,
ST AVIT SENIEUR,24440,
MARIGNE PEUTON,53200,
AVOLSHEIM,67120,
LE CASTELLARD MELAN,4380,
LUCEAU,72500,
ST CAPRAISE DE LALINDE,24150,
MEE,53400,
BERNARDSWILLER,67210,
LE CHAFFAUT ST JURSON,4510,ESPINOUSE
LE LUDE,72800,
ST CREPIN ET CARLUCET,24590,
MONTREUIL POULAY,53640,POULAY
BETTWILLER,67320,
CHATEAU ARNOUX ST AUBAN,4160,
MANSIGNE,72510,
STE CROIX,24440,
MONTSURS,53150,
BINDERNHEIM,67600,
CHATEAUNEUF VAL ST DONAT,4200,
MARCON,72340,
STE FOY DE BELVES,24170,
MONTSURS,53150,DEUX EVAILLES
BLANCHERUPT,67130,
CHATEAUREDON,4270,
MEZERAY,72270,
STE FOY DE LONGAS,24510,
MONTSURS,53150,MONTOURTIER
BOERSCH,67530,
CLARET,5110,
MONCE EN BELIN,72230,
ST FRONT LA RIVIERE,24300,
ORIGNE,53360,
BOSSELSHAUSEN,67330,
CLUMANC,4330,
MONTREUIL LE HENRI,72150,
ST GEORGES DE MONTCLARD,24140,
ST BERTHEVIN LA TANNIERE,53220,
BOUXWILLER,67330,
COLMARS,4370,
MOULINS LE CARBONNEL,72130,
ST GERMAIN DES PRES,24160,
ST DENIS D ANJOU,53290,
BOUXWILLER,67330,RIEDHEIM
LA CONDAMINE CHATELARD,4530,STE ANNE
NEUVILLETTE EN CHARNIE,72140,
ST LAURENT LA VALLEE,24170,
ST DENIS DU MAINE,53170,
BREUSCHWICKERSHEIM,67112,
CRUIS,4230,
NOGENT SUR LOIR,72500,
ST MARCORY,24540,
ST HILAIRE DU MAINE,53380,
BUST,67320,
DAUPHIN,4300,
NOYEN SUR SARTHE,72430,
ST MARTIN LE PIN,24300,
ST MARS SUR COLMONT,53300,
CHATENOIS,67730,
DRAIX,4420,
OISSEAU LE PETIT,72610,
STE MONDANE,24370,
ST MARS SUR LA FUTAIE,53220,
CLEEBOURG,67160,
ENTRAGES,4000,
PANON,72600,
ST PAUL LIZONNE,24320,
ST PIERRE LA COUR,53410,
CROETTWILLER,67470,
ENTREVAUX,4320,
POILLE SUR VEGRE,72350,
ST ROMAIN ET ST CLEMENT,24800,
VIMARTIN SUR ORTHE,53160,VIMARCE
DAUBENSAND,67150,
LA GARDE,4120,
MONTFORT LE GESNOIS,72450,
SARLANDE,24270,
SOULGE SUR OUETTE,53210,
DEHLINGEN,67430,
JAUSIERS,4850,
PREVELLES,72110,
SAVIGNAC DE MIREMONT,24260,
AUDUN LE ROMAN,54560,
DIEFFENBACH LES WOERTH,67360,
LURS,4700,
LA QUINTE,72550,
SAVIGNAC DE NONTRON,24300,
AUTREPIERRE,54450,
DORLISHEIM,67120,
VAL D ORONAYE,4530,LARCHE
RENE,72260,
SCEAU ST ANGEL,24300,
AVRICOURT,54450,
DOSSENHEIM KOCHERSBERG,67117,
MISON,4200,
REQUEIL,72510,
SERVANCHES,24410,
BACCARAT,54120,BADMENIL
ELSENHEIM,67390,
MONTAGNAC MONTPEZAT,4500,
ROEZE SUR SARTHE,72210,
SINGLEYRAC,24500,
BADONVILLER,54540,
WANGENBOURG ENGENTHAL,67710,ENGENTHAL
MONTFORT,4600,
ROUESSE VASSE,72140,
SIORAC DE RIBERAC,24600,
BARBAS,54450,
WANGENBOURG ENGENTHAL,67710,WANGENBOURG
MONTLAUX,4230,
LOIR EN VALLEE,72310,LA CHAPELLE GAUGAIN
SIORAC EN PERIGORD,24170,
BARISEY LA COTE,54170,
WANGENBOURG ENGENTHAL,67710,WOLFSTHAL
MORIEZ,4170,
LOIR EN VALLEE,72310,LAVENAY
SORGES ET LIGUEUX EN PERIGORD,24460,LIGUEUX
LES BAROCHES,54150,
EPFIG,67680,
MOUSTIERS STE MARIE,4360,
ST CHRISTOPHE EN CHAMPAGNE,72540,
TEILLOTS,24390,
BASLIEUX,54620,
ERNOLSHEIM LES SAVERNE,67330,
PEYRUIS,4310,
ST COSME EN VAIRAIS,72110,
THENAC,24240,
BATTIGNY,54115,
FEGERSHEIM,67640,
PIEGUT,5130,
ST GEORGES DU BOIS,72700,
THONAC,24290,
BEAUMONT,54470,
FRIEDOLSHEIM,67490,
PIERRERUE,4300,
ST GEORGES LE GAULTIER,72130,
VALLEREUIL,24190,
BELLEAU,54610,
FURDENHEIM,67117,
PIERREVERT,4860,
ST GERMAIN D ARCE,72800,
VERTEILLAC,24320,
BERTRICHAMPS,54120,
GEISWILLER ZOEBERSDORF,67270,GEISWILLER
PUIMICHEL,4700,
ST MARS DE LOCQUENAY,72440,
VEYRIGNAC,24370,
BEY SUR SEILLE,54760,
GEISWILLER ZOEBERSDORF,67270,ZOEBERSDORF
MEOLANS REVEL,4340,
ST PATERNE LE CHEVAIN,72610,LE CHEVAIN
VEYRINES DE VERGT,24380,
BIONVILLE,54540,
GRIESHEIM SUR SOUFFEL,67370,
MEOLANS REVEL,4340,MEOLANS
ST PATERNE LE CHEVAIN,72610,ST PATERNE
VILLETOUREIX,24600,
BOUXIERES AUX CHENES,54770,MOULINS
GUNDERSHOFFEN,67110,
MEOLANS REVEL,4340,REVEL
ST PAUL LE GAULTIER,72130,
ADAM LES PASSAVANT,25360,
BOUXIERES SOUS FROIDMONT,54700,
GUNGWILLER,67320,
REVEST DU BION,4150,
ST PIERRE DES ORMES,72600,
ADAM LES VERCEL,25530,
BOUZANVILLE,54930,
HANDSCHUHEIM,67117,
ST ANDRE LES ALPES,4170,
ST REMY DES MONTS,72600,
ARCON,25300,
VAL DE BRIEY,54150,BRIEY
HEIDOLSHEIM,67390,
STE CROIX DU VERDON,4500,
SAVIGNE L EVEQUE,72460,
ARC SOUS CICON,25520,
BRIN SUR SEILLE,54280,
HINDISHEIM,67150,
ST MICHEL L OBSERVATOIRE,4870,LINCEL
SAVIGNE SOUS LE LUDE,72800,
AUBONNE,25520,
CERVILLE,54420,
HOCHFELDEN,67270,SCHAFFHOUSE SUR ZORN
ST PAUL SUR UBAYE,4530,
SOUGE LE GANELON,72130,
LES AUXONS,25870,
CHAMPEY SUR MOSELLE,54700,
HOENHEIM,67800,
SENEZ,4270,LE POIL
SOUILLE,72380,
BAVANS,25550,
CHAMPIGNEULLES,54250,
ICHTRATZHEIM,67640,
THOARD,4380,LA PERUSSE
LA SUZE SUR SARTHE,72210,
BELLEHERBE,25380,
CHAREY,54470,
NEUGARTHEIM ITTLENHEIM,67370,NEUGARTHEIM
THORAME HAUTE,4170,
TEILLE,72290,
BETHONCOURT,25200,
CHAZELLES SUR ALBE,54450,
KESKASTEL,67260,
LES THUILES,4400,
THOREE LES PINS,72800,
BIEF,25190,
CLEMERY,54610,
KILSTETT,67840,
UBRAYE,4240,
LE TRONCHET,72170,
BOLANDOZ,25330,
COLMEY,54260,
KRAUTWILLER,67170,
VALAVOIRE,4250,
YVRE LE POLIN,72330,
BONNETAGE,25210,
COSNES ET ROMAIN,54400,
KRIEGSHEIM,67170,
VENTEROL,5130,
AIGUEBELETTE LE LAC,73610,
BOUCLANS,25360,
COURCELLES,54930,
KURTZENHOUSE,67240,
LE VERNET,4140,
GRAND AIGUEBLANCHE,73260,LE BOIS
BOURGUIGNON,25150,
CREVIC,54110,
KUTTOLSHEIM,67520,
VILLEMUS,4110,
AILLON LE VIEUX,73340,
BRANNE,25340,
DENEUVRE,54120,
LEMBACH,67510,
ANCELLE,5260,
AIME LA PLAGNE,73210,AIME
BRETIGNEY,25250,
DOMMARTEMONT,54130,
LITTENHEIM,67490,
ARVIEUX,5350,
AIME LA PLAGNE,73210,GRANIER
BROGNARD,25600,
DOMMARTIN LES TOUL,54200,
LOHR,67290,
LA BATIE MONTSALEON,5700,
AIME LA PLAGNE,73210,VILLETTE
BUSY,25320,
DOMPRIX,54490,BERTRAMEIX
MACKENHEIM,67390,
LA BEAUME,5140,
ENTRELACS,73410,ST GERMAIN LA CHAMBOTTE
BY,25440,
DOMPTAIL EN L AIR,54290,
MAENNOLSHEIM,67700,
CHAMPOLEON,5260,
ALBERTVILLE,73200,
BYANS SUR DOUBS,25320,
ERBEVILLER SUR AMEZULE,54280,
MELSHEIM,67270,
CHATEAUNEUF D OZE,5400,
ALBIEZ LE JEUNE,73300,
CHAMESEY,25380,
EULMONT,54690,
MOLLKIRCH,67190,
CHATEAUROUX LES ALPES,5380,
AUSSOIS,73500,
CHANTRANS,25330,
FAULX,54760,
MOLSHEIM,67120,
AUBESSAGNE,5500,ST EUSEBE EN CHAMPSAUR
AYN,73470,
CHARNAY,25440,
FORCELLES SOUS GUGNEY,54930,
MORSBRONN LES BAINS,67360,
AUBESSAGNE,5800,CHAUFFAYER
BASSENS,73000,
CHATILLON GUYOTTE,25640,
FOUG,54570,
NEUVILLER LA ROCHE,67130,HAUTE GOUTTE
GARDE COLOMBE,5300,LAGRAND
LA BATHIE,73540,
CHAY,25440,
FREMONVILLE,54450,
NIEDERBRONN LES BAINS,67110,
FOUILLOUSE,5130,
BONVILLARD,73460,
CHEMAUDIN ET VAUX,25770,VAUX LES PRES
FRESNOIS LA MONTAGNE,54260,
NIEDERLAUTERBACH,67630,
LA FREISSINOUSE,5000,
BOURDEAU,73370,
CHEVIGNEY SUR L OGNON,25170,
FRIAUVILLE,54800,
SEEBACH,67160,NIEDERSEEBACH
LE GLAIZIL,5800,
LE BOURGET DU LAC,73370,
CLERON,25330,
FROUARD,54390,
SEEBACH,67160,OBERSEEBACH
GUILLESTRE,5600,
LA BRIDOIRE,73520,
PAYS DE CLERVAL,25340,SANTOCHE
GELACOURT,54120,
OBERSTEINBACH,67510,
JARJAYES,5130,
CESARCHES,73200,
LES COMBES,25500,
GEMONVILLE,54115,
OSTHOUSE,67150,
LETTRET,5130,
CHALLES LES EAUX,73190,
CORCONDRAY,25410,
GERMONVILLE,54740,
OTTERSTHAL,67700,
MONETIER ALLEMONT,5110,
CHAMPAGNEUX,73240,
COURCELLES,25440,
GONDRECOURT AIX,54800,
OTTERSWILLER,67700,
LE MONETIER LES BAINS,5220,
LA CHAPELLE ST MARTIN,73170,
COURTETAIN ET SALANS,25530,
GRAND FAILLY,54260,
OTTWILLER,67320,
MONTCLUS,5700,
CHATEAUNEUF,73390,
CROUZET MIGETTE,25270,
GROSROUVRES,54470,
VAL DE MODER,67350,LA WALCK
MONTGARDIN,5230,
DOUCY EN BAUGES,73630,
CUBRIAL,25680,
HAUSSONVILLE,54290,
PFALZWEYER,67320,
MOYDANS,5150,
DULLIN,73610,
CUBRY,25680,
HEILLECOURT,54180,
REICHSHOFFEN,67110,
NOSSAGE ET BENEVENT,5700,
FONTCOUVERTE LA TOUSSUIRE,73300,
DAMBELIN,25150,MAMBOUHANS
HUSSIGNY GODBRANGE,54590,
REICHSHOFFEN,67110,NEHWILLER
LE NOYER,5500,
FRENEY,73500,
DASLE,25230,
JARNY,54800,DROITAUMONT
RETSCHWILLER,67250,
PELLEAUTIER,5000,
FRETERIVE,73250,
DESERVILLERS,25330,
JUVRECOURT,54370,
REUTENBOURG,67440,
VAL BUECH MEOUGE,5300,CHATEAUNEUF DE CHABRE
JARSY,73630,
DURNES,25580,
LAGNEY,54200,
REXINGEN,67320,
VAL BUECH MEOUGE,5300,RIBIERS
LEPIN LE LAC,73610,
ECOLE VALENTIN,25480,
LAITRE SOUS AMANCE,54770,
RICHTOLSHEIM,67390,
ST ANDRE DE ROSANS,5150,
LA PLAGNE TARENTAISE,73210,LA PLAGNE
ECOLE VALENTIN,25480,VALENTIN
LAMATH,54300,
RITTERSHOFFEN,67690,
ST CLEMENT SUR DURANCE,5600,
PORTE DE SAVOIE,73800,LES MARCHES
LES ECORCES,25140,
LAY ST REMY,54570,
SAND,67230,
LE DEVOLUY,5250,ST DISDIER
MONTAGNOLE,73000,
ECURCEY,25150,
LEBEUVILLE,54740,
SAVERNE,67700,ZORNHOF
ST JACQUES EN VALGODEMARD,5800,
MONTCEL,73100,
EMAGNY,25170,
LIMEY REMENAUVILLE,54470,
SCHAFFHOUSE PRES SELTZ,67470,
ST JEAN ST NICOLAS,5260,LE PONT DU FOSSE
MONTGILBERT,73220,
ETERNOZ,25330,COULANS SUR LIZON
LONGUYON,54260,
SCHARRACHBERGHEIM IRMSTETT,67310,IRMSTETT
ST MICHEL DE CHAILLOL,5260,
MONTHION,73200,
FALLERANS,25580,
LONGUYON,54260,NOERS
SCHIRRHOFFEN,67240,
ST PIERRE D ARGENCON,5140,
MOTZ,73310,
FERRIERES LE LAC,25470,
LONGUYON,54260,VILLANCY
SCHOENAU,67390,
SALERANS,5300,
MOUXY,73100,
FERTANS,25330,
LUDRES,54710,
SELESTAT,67600,
LA SAULCE,5110,
NANCES,73470,
FEULE,25190,
MAIDIERES,54700,
SIEGEN,67160,
THEUS,5190,
LA LECHERE,73260,BONNEVAL
LES FINS,25500,
MALLELOY,54670,
SIEWILLER,67320,
VAL DES PRES,5100,
