nom_de_la_commune,code_postal,ligne_5
JAYAT,1340,
GENAS,69740,
LONGEAULT PLUVAULT,21110,LONGEAULT
ST GERMAIN SUR AY,50430,
ST FLOUR L ETANG,63520,
JOYEUX,1800,
MARENNES,69970,
LONGECOURT EN PLAINE,21110,
ST JEAN DE DAYE,50620,
ST GAL SUR SIOULE,63440,
LAGNIEU,1150,
RILLIEUX LA PAPE,69140,
LONGVIC,21600,
ST JEAN DE LA RIVIERE,50270,
ST GENES CHAMPANELLE,63122,FONT FREYDE
LOMPNAS,1680,
ST PIERRE DE CHANDIEU,69780,
LUCENAY LE DUC,21150,
ST JEAN DES CHAMPS,50320,ST URSIN
ST GENES CHAMPANELLE,63122,MANSON
MAGNIEU,1300,
SOLAIZE,69360,
MAGNIEN,21230,
ST LAURENT DE CUVES,50670,
ST GEORGES DE MONS,63780,
MEILLONNAS,1370,
LYON 08,69008,
MAGNY LA VILLE,21140,
ST LO,50000,
ST GERVAIS D AUVERGNE,63390,
MEZERIAT,1660,
LYON 09,69009,
MAGNY MONTARLOT,21130,
STE MARIE DU MONT,50480,
ST JEAN DES OLLIERES,63520,
MISERIEUX,1600,
ABELCOURT,70300,
MARCENAY,21330,
ST MARTIN D AUBIGNY,50190,
ST JEAN ST GERVAIS,63570,
NURIEUX VOLOGNAT,1460,VOLOGNAT
AMAGE,70280,
MARCHESEUIL,21430,
STE MERE EGLISE,50480,
ST JUST,63600,
NEYRON,1700,
AMBLANS ET VELOTTE,70200,
MARCIGNY SOUS THIL,21390,
STE MERE EGLISE,50480,FOUCARVILLE
ST LAURE,63350,
ONCIEU,1230,
AUTREY LES CERRE,70110,
MARTROIS,21320,
ST PIERRE DE SEMILLY,50810,
ST MAURICE,63270,
OUTRIAZ,1430,
AUVET ET LA CHAPELOTTE,70100,
MASSINGY LES SEMUR,21140,
BOURGVALLEES,50750,ST SAMSON DE BONFOSSE
ST PARDOUX,63440,
PARVES ET NATTAGES,1300,NATTAGES
AUXON,70000,
MAXILLY SUR SAONE,21270,
ST SAUVEUR VILLAGES,50490,ST MICHEL DE LA PIERRE
ST PRIEST DES CHAMPS,63640,
PERONNAS,1960,
BARD LES PESMES,70140,
MEILLY SUR ROUVRES,21320,
ST SAUVEUR VILLAGES,50490,VAUDRIMESNIL
ST REMY DE CHARGNAT,63500,
PEYRIEU,1300,
BAUDONCOURT,70300,
LE MEIX,21580,
SARTILLY BAIE BOCAGE,50530,CHAMPCEY
ST SATURNIN,63450,
PIRAJOUX,1270,
BELONCHAMP,70270,
MENETREUX LE PITOIS,21150,
SORTOSVILLE,50310,
ST SAUVEUR LA SAGNE,63220,
LE PLANTAY,1330,
BELVERNE,70400,
MESSIGNY ET VANTOUX,21380,VANTOUX LES DIJON
LE TEILLEUL,50640,FERRIERES
ST YVOINE,63500,
PRIAY,1160,
BETONCOURT ST PANCRAS,70210,
MIREBEAU SUR BEZE,21310,
LE TEILLEUL,50640,HEUSSE
SAUVAGNAT,63470,
REVONNAS,1250,
BETONCOURT SUR MANCE,70500,
MISSERY,21210,
TESSY BOCAGE,50420,PONT FARCY
SAUVAGNAT STE MARTHE,63500,
STE CROIX,1120,
BEVEUGE,70110,
MONTBARD,21500,
TEURTHEVILLE BOCAGE,50630,
SERMENTIZON,63120,
ST DIDIER D AUSSIAT,1340,
BOUSSERAUCOURT,70500,
MONTBERTHAULT,21460,
TEURTHEVILLE HAGUE,50690,
SERVANT,63560,
ST DIDIER DE FORMANS,1600,
BROYE LES LOUPS ET VERFONTAINE,70100,
MONTIGNY MONTFORT,21500,
TORIGNY LES VILLES,50160,BRECTOUVILLE
SINGLES,63690,
ST GERMAIN LES PAROISSES,1300,
BUCEY LES TRAVES,70360,
MONTIGNY SUR ARMANCON,21140,
TORIGNY LES VILLES,50160,GIEVILLE
TALLENDE,63450,
ST LAURENT SUR SAONE,1750,
CENANS,70230,
MONTIGNY SUR AUBE,21520,
LE VAST,50630,
TORTEBESSE,63470,
ST MARTIN DU FRENE,1430,
CHAMPLITTE,70600,
MOREY ST DENIS,21220,
VERNIX,50370,
VARENNES SUR MORGE,63720,
ST MARTIN DU MONT,1160,
CHAMPLITTE,70600,LEFFOND
MOSSON,21400,
YQUELON,50400,
VERGHEAS,63330,
ST MARTIN LE CHATEL,1310,
CHAMPLITTE,70600,MARGILLEY
NAN SOUS THIL,21390,
AMBONNAY,51150,
LE VERNET CHAMEANE,63580,CHAMEANE
ST MAURICE DE GOURDANS,1800,
CHAMPTONNAY,70100,
NICEY,21330,
AUMENANCOURT,51110,
ABERE,64160,
ST MAURICE DE REMENS,1500,
CHAMPVANS,70100,
NOLAY,21340,
AUVE,51800,
ALCAY ALCABEHETY SUNHARETTE,64470,
ST NIZIER LE BOUCHOUX,1560,
CHANCEY,70140,
OIGNY,21450,
AY CHAMPAGNE,51150,BISSEUIL
ALDUDES,64430,
ST PAUL DE VARAX,1240,
CHARCENNE,70700,
ORAIN,21610,
BAZANCOURT,51110,
ANGOUS,64190,
ST REMY,1310,
CHATENEY,70240,
PAINBLANC,21360,
BELVAL SOUS CHATILLON,51480,
ANHAUX,64220,
ST TRIVIER DE COURTES,1560,
CHAUVIREY LE CHATEL,70500,
PONCEY LES ATHEE,21130,
BERRU,51420,
ARANCOU,64270,
ST TRIVIER SUR MOIGNANS,1990,
CHAUVIREY LE VIEIL,70500,
POUILLY SUR SAONE,21250,
BETHENIVILLE,51490,
AROUE ITHOROTS OLHAIBY,64120,
SAMOGNAT,1580,
CHENEBIER,70400,
POUILLY SUR VINGEANNE,21610,
BINARVILLE,51800,
ARRIEN,64420,
SAUVERNY,1220,
CIREY,70190,
PREMEAUX PRISSEY,21700,
BLACY,51300,
ARROSES,64350,
SONTHONNAX LA MONTAGNE,1580,
COGNIERES,70230,
PRUSLY SUR OURCE,21400,
BOISSY LE REPOS,51210,
ARTIGUELOUTAN,64420,
SONTHONNAX LA MONTAGNE,1580,NAPT
COLOMBE LES VESOUL,70000,
QUETIGNY,21800,
BOUVANCOURT,51140,
ARTIX,64170,
TRAMOYES,1390,
COLOMBOTTE,70240,
RECEY SUR OURCE,21290,
BRANSCOURT,51140,
ASCAIN,64310,
VERNOUX,1560,
COMBEAUFONTAINE,70120,
RENEVE,21310,
BREBAN,51320,
ASSON,64800,
VIEU D IZENAVE,1430,
CONTREGLISE,70160,
ROILLY,21390,
LE BREUIL,51210,
ASTIS,64450,
VILLES,1200,
COULEVON,70000,
ROUVRAY,21530,
BROUSSY LE GRAND,51230,
AUBOUS,64330,
ARVIERE EN VALROMEY,1260,BRENAZ
COUTHENANS,70400,
ST ANDEUX,21530,
LA CAURE,51270,
AUSSURUCQ,64130,
ARVIERE EN VALROMEY,1260,CHAVORNAY
CRESANCEY,70100,
ST BERNARD,21700,
CAUROY LES HERMONVILLE,51220,
AYDIUS,64490,
ARVIERE EN VALROMEY,1260,LOCHIEU
CREVANS ET LA CHAPELLE LES GRANGES,70400,
ST BROING LES MOINES,21290,
CHALONS SUR VESLE,51140,
AYHERRE,64240,
ARVIERE EN VALROMEY,1260,VIRIEU LE PETIT
DAMPVALLEY ST PANCRAS,70210,
STE COLOMBE EN AUXOIS,21350,
CHAMBRECY,51170,
BARDOS,64520,
VONNAS,1540,
DEMANGEVELLE,70210,
STE COLOMBE SUR SEINE,21400,
CHAMPIGNY,51370,
BAYONNE,64100,
AISONVILLE ET BERNOVILLE,2110,
DENEVRE,70180,
ST HELIER,21690,
CHAMPILLON,51160,
BEHASQUE LAPISTE,64120,
ALLEMANT,2320,
ESMOULIERES,70310,
ST JEAN DE LOSNE,21170,
CHAPELAINE,51290,
BERENX,64300,
ANIZY LE GRAND,2320,LIZY
ESPRELS,70110,
ST JULIEN,21490,
LA CHAPELLE FELCOURT,51800,
BIARRITZ,64200,
ASSIS SUR SERRE,2270,
FAUCOGNEY ET LA MER,70310,
STE MARIE SUR OUCHE,21410,PONT DE PANY
LA CHAPELLE SOUS ORBAIS,51270,
BIDACHE,64520,
AUBENTON,2500,
FAVERNEY,70160,
ST MESMIN,21540,
CHARLEVILLE,51120,
BOEIL BEZING,64510,
AUDIGNICOURT,2300,
FERRIERES LES SCEY,70360,
ST SAUVEUR,21270,
LES CHARMONTOIS,51330,
BOUCAU,64340,
BARENTON CEL,2000,
FONTENOIS LES MONTBOZON,70230,
ST SEINE L ABBAYE,21440,
CHATELRAOULD ST LOUVENT,51300,
BOUGARBER,64230,
BARZY EN THIERACHE,2170,
FRANCALMONT,70800,
ST USAGE,21170,
CHOUILLY,51530,
BRUGES CAPBIS MIFAGET,64800,
VALLEES EN CHAMPAGNE,2330,LA CHAPELLE MONTHODON
FRANCHEVELLE,70200,
SANTENAY,21590,
VAL DES MARAIS,51130,AULNAY AUX PLANCHES
BRUGES CAPBIS MIFAGET,64800,CAPBIS
BEAUMONT EN BEINE,2300,
FRANCOURT,70180,
SANTOSSE,21340,
COURCELLES SAPICOURT,51140,
BRUGES CAPBIS MIFAGET,64800,MIFAGET
BEAUTOR,2800,
FRAMONT,70600,
SAUSSEY,21360,
COURCEMAIN,51260,
BUSTINCE IRIBERRY,64220,
BELLICOURT,2420,
FRASNE LE CHATEAU,70700,
SAVIGNY SOUS MALAIN,21540,
CUPERLY,51400,
CAMOU CIHIGUE,64470,
BERNY RIVIERE,2290,
FRESSE,70270,
SAVOUGES,21910,
DIZY,51530,
CASTEIDE CAMI,64170,
BERTHENICOURT,2240,
GEORFANS,70110,
SEGROIS,21220,
DOMMARTIN SOUS HANS,51800,
CASTEIDE DOAT,64460,
BESNY ET LOIZY,2870,
GOURGEON,70120,
SEIGNY,21150,
DONTRIEN,51490,
CASTERA LOUBIX,64460,
BETHANCOURT EN VAUX,2300,
GRANGES LA VILLE,70400,
SEMAREY,21320,
DROUILLY,51300,
CASTETNER,64300,
BEUVARDES,2130,
GRATTERY,70170,
SEMEZANGES,21220,
EPERNAY,51200,
CASTILLON D ARTHEZ,64370,
BEZU ST GERMAIN,2400,
HAUT DU THEM CHATEAU LAMBERT,70440,CHATEAU LAMBERT
SEMOND,21450,
L EPINE,51460,
CAUBIOS LOOS,64230,
BILLY SUR OURCQ,2210,
HERICOURT,70400,BYANS
SENAILLY,21500,
ESTERNAY,51310,
CHARRE,64190,
BLANZY LES FISMES,2160,
IGNY,70700,
TALMAY,21270,
ETREPY,51340,
CLARACQ,64330,
BONCOURT,2350,
JUSSEY,70500,
TARSUL,21120,
FRANCHEVILLE,51240,
CONCHEZ DE BEARN,64330,
BRAINE,2220,
LAMBREY,70500,
TART LE BAS,21110,
FRIGNICOURT,51300,
EAUX BONNES,64440,
BRANCOURT LE GRAND,2110,
LARIANS ET MUNANS,70230,
TART,21110,TART LE HAUT
FROMENTIERES,51210,
ESCOS,64270,
BRISSAY CHOIGNY,2240,
MAGNY JOBERT,70200,
THOISY LE DESERT,21320,
GERMIGNY,51390,
ESPECHEDE,64160,
BRUYS,2220,
MAGNY LES JUSSEY,70500,
TICHEY,21250,
GLANNES,51300,
ESQUIULE,64400,
BUCILLY,2500,
MAGNY VERNOIS,70200,
TOUTRY,21460,
GRAUVES,51190,
ETCHEBAR,64470,
BUCY LES CERNY,2870,
MAILLERONCOURT ST PANCRAS,70210,
TROUHANS,21170,
HANS,51800,
GELOS,64110,
BUCY LES PIERREPONT,2350,
LA MALACHERE,70190,
VENAREY LES LAUMES,21150,
HUMBAUVILLE,51320,
HASPARREN,64240,
BUSSIARES,2810,
MELIN,70120,
VERDONNET,21330,
JOISELLE,51310,
HAUT DE BOSDARROS,64800,
LE CATELET,2420,
MELINCOURT,70210,
VERONNES,21260,VERONNES LES PETITES
JONCHERY SUR VESLE,51140,
HERRERE,64680,
CAUMONT,2300,
MEMBREY,70180,
VEUXHAULLES SUR AUBE,21520,
LENHARREE,51230,
IDAUX MENDY,64130,
CERIZY,2240,
MERCEY SUR SAONE,70130,
VIEILMOULIN,21540,
LEUVRIGNY,51700,
ITXASSOU,64250,
CERNY LES BUCY,2870,
MIGNAVILLERS,70400,
VIGNOLES,21200,
LOISY EN BRIE,51130,
JASSES,64190,
CERSEUIL,2220,
MONTAGNEY,70140,
VILLARGOIX,21210,
MAISONS EN CHAMPAGNE,51300,
JUXUE,64120,
CHALANDRY,2270,
MONTIGNY LES CHERLIEU,70500,
VILLEBERNY,21350,
MARCILLY SUR SEINE,51260,
LAA MONDRANS,64300,
CHAMPS,2670,
MONTJUSTIN ET VELOTTE,70110,
VILLY EN AUXOIS,21350,
MAREUIL LE PORT,51700,PORT A BINSON
LABASTIDE VILLEFRANCHE,64270,
CHARLY SUR MARNE,2310,
MONTUREUX ET PRANTIGNY,70100,
VILLY LE MOUTIER,21250,
MARGERIE HANCOURT,51290,
LACADEE,64300,
CHARTEVES,2400,
LA ROCHE MOREY,70120,SUAUCOURT ET PISSELOUP
VIX,21400,
MAROLLES,51300,
LACOMMANDE,64360,
CHAUDARDES,2160,
NANTILLY,70100,
VOLNAY,21190,
MARSANGIS,51260,
LAHONTAN,64270,
CHAVIGNON,2000,
NAVENNE,70000,
VOUDENAY,21230,
MAURUPT LE MONTOIS,51340,
LAHOURCADE,64150,
CHEVRESIS MONCEAU,2270,
NEUVELLE LES LA CHARITE,70130,
ALLINEUC,22460,
MECRINGES,51210,
LANNE EN BARETOUS,64570,
CHIERRY,2400,
OUGE,70500,
BEGARD,22140,TREZELAN
LE MEIX ST EPOING,51120,
LASCLAVERIES,64450,
CHIVRES VAL,2880,
PALANTE,70200,
BERHET,22140,
LE MEIX TIERCELIN,51320,
LASSE,64220,
CIERGES,2130,
PERROUSE,70190,
LA BOUILLIE,22240,
MERFY,51220,
LEE,64320,
CLACY ET THIERRET,2000,
PESMES,70140,
BRUSVILY,22100,
MERLAUT,51300,
LESPIELLE,64350,
COINCY,2210,
POLAINCOURT ET CLAIREFONTAINE,70210,
LE CAMBOUT,22210,
LES MESNEUX,51370,
LIVRON,64530,
COURCELLES SUR VESLE,2220,
POMOY,70240,
CARNOET,22160,
MOEURS VERDEY,51120,
LOHITZUN OYHERCQ,64120,
COUVRELLES,2220,
LA ROMAINE,70130,LE PONT DE PLANCHES
CAUREL,22530,
MONTEPREUX,51320,
LOMBIA,64160,
COYOLLES,2600,
LA ROMAINE,70130,VEZET
CAVAN,22140,
MONTHELON,51530,
LONCON,64410,
CREZANCY,2650,
PORT SUR SAONE,70170,
LA CHAPELLE NEUVE,22160,
MONTIGNY SUR VESLE,51140,
LUXE SUMBERRAUTE,64120,
CRUPILLY,2120,
POYANS,70100,
LE MENE,22330,PLESSALA
MORANGIS,51530,
LYS,64260,
CUFFIES,2880,
PROVENCHERE,70170,
CORSEUL,22130,
MUIZON,51140,
MASCARAAS HARON,64330,
CUIRY HOUSSE,2220,
PURGEROT,70160,
CREHEN,22130,
NESLE LA REPOSTE,51120,
MASLACQ,64300,
CYS LA COMMUNE,2220,
QUINCEY,70000,
DUAULT,22160,
LA NEUVILLE AUX BOIS,51330,
MAUCOR,64160,
DANIZY,2800,
RADDON ET CHAPENDU,70280,
BINIC ETABLES SUR MER,22520,BINIC
NEUVY,51310,
MAULEON LICHARRE,64130,
DOMMIERS,2600,
ROCHE ET RAUCOURT,70180,
GOMENE,22230,
OIRY,51530,
MEHARIN,64120,
DOMPTIN,2310,
RONCHAMP,70250,
GRACES,22200,GOURLAN GRACES
OUTINES,51290,
MEILLON,64510,
DORENGT,2450,
ROSIERES SUR MANCE,70500,
GRACE UZEL,22460,
OYES,51120,
MENDIONDE,64240,
EBOULEAU,2350,
ST FERJEUX,70110,
GUINGAMP,22200,
LES PETITES LOGES,51400,
MENDIVE,64220,
EPIEDS,2400,
ST MARCEL,70500,
HILLION,22120,ST RENE HILLION
PIERRY,51530,
MESPLEDE,64370,
ESTREES,2420,
STE MARIE EN CHANOIS,70310,
KERFOT,22500,
PONTHION,51300,
MOMY,64350,
ETREPILLY,2400,
ST SULPICE,70110,
KERMOROC H,22140,
POUILLON,51220,
MONASSUT AUDIRACQ,64160,
FAYET,2100,
SAUVIGNEY LES PESMES,70140,
LAMBALLE ARMOR,22400,MORIEUX
PROSNES,51400,
MOUGUERRE,64990,
LA FERTE MILON,2460,MOSLOY
SERVIGNEY,70240,
LAMBALLE ARMOR,22400,ST AARON
PUISIEULX,51500,
MOUMOUR,64400,
FLEURY,2600,
SEVEUX MOTEY,70130,MOTEY SUR SAONE
LANDEBAERON,22140,
RAPSECOURT,51330,
NOUSTY,64420,
FONSOMME,2110,
SOING CUBRY CHARENTENAY,70130,
LANDEHEN,22400,
REIMS,51100,
OGENNE CAMPTORT,64190,
FONTAINE LES CLERCS,2680,
SORANS LES BREUREY,70190,
LANGUEUX,22360,
REUVES,51120,
OGEU LES BAINS,64680,
FOSSOY,2650,
TROMAREY,70150,
LANLEFF,22290,
ROMERY,51480,
ORION,64390,
FRANCILLY SELENCY,2760,
VAUVILLERS,70210,
LANMERIN,22300,
ROUFFY,51130,
OSSES,64780,
FROIDMONT COHARTILLE,2270,
VAUX LE MONCELOT,70700,
LE LESLAY,22800,
ST CHERON,51290,
OZENX MONTESTRUCQ,64300,MONTESTRUCQ
GERCY,2140,
VELLE LE CHATEL,70000,
LOUANNEC,22700,
ST ETIENNE AU TEMPLE,51460,
PARDIES,64150,
GIBERCOURT,2440,
VELLEMOZ,70700,
MEGRIT,22270,
ST ETIENNE SUR SUIPPE,51110,
PONTIACQ VIELLEPINTE,64460,
GIZY,2350,
VELLOREILLE LES CHOYE,70700,
MERDRIGNAC,22230,
ST GIBRIEN,51510,
PRECHACQ JOSBAIG,64190,
GOUDELANCOURT LES PIERREPONT,2350,
LA VERGENNE,70200,
MINIHY TREGUIER,22220,
ST LEONARD,51500,
RIUPEYROUS,64160,
GRUGIES,2680,
VERLANS,70400,
MONCONTOUR,22510,
ST LOUP,51120,
RONTIGNON,64110,
GUNY,2300,
LA VILLEDIEU EN FONTENETTE,70160,
LE MOUSTOIR,22340,
ST OUEN DOMPROT,51320,
ST ABIT,64800,
HARAMONT,2600,
LA VOIVRE,70310,
PENVENAN,22710,PORT BLANC
ST PIERRE,51510,
ST DOS,64270,
LEHAUCOURT,2420,
VOUHENANS,70200,
PERROS GUIREC,22700,
ST REMY SUR BUSSY,51600,
STE ENGRACE,64560,
HAUTEVESNES,2810,
VREGILLE,70150,
PEUMERIT QUINTIN,22480,
ST SATURNIN,51260,
ST GOIN,64400,
LA HERIE,2500,
L ABERGEMENT STE COLOMBE,71370,
PLEHEDEL,22290,
SARON SUR AUBE,51260,
ST JAMMES,64160,
HOLNON,2760,
AMEUGNY,71460,
FREHEL,22240,
SEZANNE,51120,
ST JEAN LE VIEUX,64220,
HOURY,2140,
BARNAY,71540,
FREHEL,22240,SABLES D OR LES PINS
SIVRY ANTE,51800,
ST MARTIN D ARROSSA,64780,
IVIERS,2360,
BARON,71120,
PLELAN LE PETIT,22980,
SOULIERES,51130,
ST PEE SUR NIVELLE,64310,
JEANTES,2140,
BEAUBERY,71220,
PLELAUFF,22570,
TALUS ST PRIX,51270,
SALLESPISSE,64300,
JUSSY,2480,
BEAUREPAIRE EN BRESSE,71580,
PLEMET,22210,LA FERRIERE
VAL DE LIVRE,51150,LOUVOIS
SAUBOLE,64420,
JUVIGNY,2880,
BEY,71620,
PLENEUF VAL ANDRE,22370,
THAAS,51230,
SAUVETERRE DE BEARN,64390,
JUVINCOURT ET DAMARY,2190,
BISSY SUR FLEY,71460,
PLERIN,22190,
THIBIE,51510,
SEMEACQ BLACHON,64350,
LANCHY,2590,
BLANOT,71250,
PLERNEUF,22170,
TILLOY ET BELLAY,51460,
SERRES CASTET,64121,
LANDOUZY LA COUR,2140,
BONNAY,71460,
BEAUSSAIS SUR MER,22650,PLOUBALAY
TOGNY AUX BOEUFS,51240,
SEVIGNACQ MEYRACQ,64260,
LAVAL EN LAONNOIS,2860,
BOUHANS,71330,
PLOUEZEC,22470,LE QUESTEL
TRESLON,51140,
SUHESCUN,64780,
LEME,2140,
LA BOULAYE,71320,
PLOUGONVER,22810,
TROISSY,51700,
UHART MIXE,64120,
LESGES,2220,
BRESSE SUR GROSNE,71460,
PLOULEC H,22300,LE YAUDET
UNCHAIR,51170,
UREPEL,64430,
LEVERGIES,2420,
LE BREUIL,71670,
PLOUMAGOAR,22970,
VADENAY,51400,
UROST,64160,
LIERVAL,2860,
BURZY,71460,
PLOUMILLIAU,22300,
VANAULT LE CHATEL,51330,
URRUGNE,64122,
LIME,2220,
CHAMPFORGEUIL,71530,
PLOUNEVEZ MOEDEC,22810,
VAUDESINCOURT,51600,
UZEIN,64230,
LES SEPTVALLONS,2160,VAUXCERE
CHANGE,21340,
PLOUNEVEZ QUINTIN,22110,
VENTEUIL,51480,
ADAST,65260,
LES SEPTVALLONS,2160,VILLERS EN PRAYERES
CHAPAIZE,71460,
PLOURHAN,22410,
VERNANCOURT,51330,
ADERVIELLE POUCHERGUES,65240,POUCHERGUES
LOUPEIGNE,2130,
LA CHAPELLE AU MANS,71130,
PLUMAUDAN,22350,
VERNEUIL,51700,
AGOS VIDALOS,65400,
LUZOIR,2500,
LA CHAPELLE DE GUINCHAY,71570,PONTANEVAUX
PLURIEN,22240,
VERT TOULON,51130,
ANSOST,65140,
MACHECOURT,2350,
LA CHAPELLE DU MONT DE FRANCE,71520,
PLUSQUELLEC,22160,
BLANCS COTEAUX,51130,VOIPREUX
ARAGNOUET,65170,
DHUYS ET MORIN EN BRIE,2330,ARTONGES
CHARBONNAT,71320,
PLUZUNET,22140,
VESIGNEUL SUR MARNE,51240,
ARNE,65670,
DHUYS ET MORIN EN BRIE,2540,MARCHAIS EN BRIE
CHARBONNIERES,71260,
POMMERIT LE VICOMTE,22200,
LE VEZIER,51210,
ARRENS MARSOUS,65400,
MARIGNY EN ORXOIS,2810,
CHARETTE VARENNES,71270,
PORDIC,22590,
VILLE DOMMANGE,51390,
ASTUGUE,65200,
MEZY MOULINS,2650,
CHASSIGNY SOUS DUN,71170,
PORDIC,22590,LA VILLE LOUAIS
VILLE EN TARDENOIS,51170,
AVERAN,65380,
MONDREPUIS,2500,
LA CHAUX,71310,
QUEMPER GUEZENNEC,22260,
VILLENEUVE RENNEVILLE CHEVIGNY,51130,
AVEZAC PRAT LAHITTE,65130,LAHITTE
MONTCORNET,2340,
CHEVAGNY LES CHEVRIERES,71960,
QUEVERT,22100,
VILLERS AUX BOIS,51130,
BAGNERES DE BIGORRE,65200,LA MONGIE
MONTHUREL,2330,
CHEVAGNY SUR GUYE,71220,
QUINTIN,22800,
VILLERS EN ARGONNE,51800,
BAGNERES DE BIGORRE,65710,LESPONNE
MONTREUIL AUX LIONS,2310,
NAVOUR SUR GROSNE,71520,BRANDON
LE QUIOU,22630,
VILLERS LE CHATEAU,51510,
BARRANCOUEU,65240,
MOY DE L AISNE,2610,
CORTEVAIX,71460,
LA ROCHE JAUDY,22450,POMMERIT JAUDY
VILLERS MARMERY,51380,
BATSERE,65130,
NANTEUIL LA FOSSE,2880,
COUBLANC,71170,
ST BARNABE,22600,
VILLESENEUX,51130,
BAZUS NESTE,65250,
NEUVE MAISON,2500,
CRECHES SUR SAONE,71680,
ST CONNAN,22480,
VILLIERS AUX CORNEILLES,51260,
BEAUCENS,65400,
NOYANT ET ACONIN,2200,
CUISEAUX,71480,
ST DENOUAL,22400,
VINCELLES,51700,
BEAUDEAN,65710,
OISY,2450,
CURDIN,71130,
ST DONAN,22800,
VOILEMONT,51800,
BENQUE MOLERE,65130,MOLERE
OLLEZY,2480,
CURTIL SOUS BURNAND,71460,
ST ETIENNE DU GUE DE L ISLE,22210,
VOUARCES,51260,
BEYREDE JUMET CAMOUS,65410,BEYREDE JUMET
OMISSY,2100,
DENNEVY,71510,
ST GILLES PLIGEAUX,22480,
WARGEMOULIN HURLUS,51800,
BONREPOS,65330,
ORGEVAL,2860,
DRACY LE FORT,71640,
ST GILLES VIEUX MARCHE,22530,
WITRY LES REIMS,51420,
BOO SILHEN,65400,
ORIGNY STE BENOITE,2390,
LE FAY,71580,
ST HELEN,22100,
AGEVILLE,52340,
BORDERES LOURON,65590,ILHAN
OSTEL,2370,
FLEURY LA MONTAGNE,71340,
ST LORMEL,22130,
ANNEVILLE LA PRAIRIE,52310,
BOURG DE BIGORRE,65130,
PARFONDEVAL,2360,
FONTENAY,71120,
ST QUAY PERROS,22700,
ARNANCOURT,52110,
BOURISP,65170,
PAVANT,2310,
FRANGY EN BRESSE,71330,
ST QUAY PORTRIEUX,22410,
AUDELONCOURT,52240,
BOURREAC,65100,
PITHON,2480,
LA FRETTE,71440,
ST SAMSON SUR RANCE,22100,LA HISSE ST SAMSON
AUTREVILLE SUR LA RENNE,52330,
BOURS,65460,
PONTAVERT,2160,
FUISSE,71960,
STE TREPHINE,22480,
BAISSEY,52250,
BULAN,65130,
PREMONTRE,2320,
GERGY,71590,
TONQUEDEC,22140,
BAY SUR AUBE,52160,
CAHARET,65190,
PRESLES ET THIERNY,2860,
GRANDVAUX,71430,
TREBEDAN,22980,
ROCHES BETTAINCOURT,52270,
CAIXON,65500,
PUISIEUX ET CLANLIEU,2120,
GRURY,71760,
TREBEURDEN,22560,
ROCHES BETTAINCOURT,52270,ROCHES SUR ROGNON
CAMPAN,65710,STE MARIE DE CAMPAN
RESIGNY,2360,
GUERFAND,71620,
TREFFRIN,22340,
BETTANCOURT LA FERREE,52100,
CAMPUZAN,65230,
RETHEUIL,2600,
LES GUERREAUX,71160,
TREVRON,22100,
BIESLES,52340,
CAUTERETS,65110,
ROCOURT ST MARTIN,2210,
GUEUGNON,71130,
TROGUERY,22450,
BOLOGNE,52310,ROOCOURT LA COTE
CIZOS,65230,
ROMENY SUR MARNE,2310,
LA GUICHE,71220,
ANZEME,23000,
BOURG,52200,
ESCALA,65250,
ROUPY,2590,
HAUTEFOND,71600,
AUGERES,23210,
BOURMONT ENTRE MEUSE ET MOUZON,52150,NIJON
ESCAUNETS,65500,
ROYAUCOURT ET CHAILVET,2000,
HUILLY SUR SEILLE,71290,
AURIAT,23400,
BOUZANCOURT,52110,
ESCOUBES POUTS,65100,
ROZET ST ALBIN,2210,
ISSY L EVEQUE,71760,
AUZANCES,23700,
BUGNIERES,52210,
ESPARROS,65130,
ST ALGIS,2260,
JAMBLES,71640,
BANIZE,23120,
CEFFONDS,52220,ANGLUS
ESPECHE,65130,
ST AUBIN,2300,
JONCY,71460,
BAZELAT,23160,
CHALVRAINES,52700,
ESPIEILH,65130,
ST GENGOULPH,2810,
JOUVENCON,71290,
BELLEGARDE EN MARCHE,23190,
CHAMPIGNY LES LANGRES,52200,
FRECHET AURE,65240,
ST MICHEL,2830,
LEYNES,71570,
BONNAT,23220,
CHARMES,52360,
FRECHOU FRECHET,65190,
ST NICOLAS AUX BOIS,2410,
LIGNY EN BRIONNAIS,71110,
BOSMOREAU LES MINES,23400,
CHAUMONT,52000,
GALEZ,65330,
ST PAUL AUX BOIS,2300,
LOISY,71290,
LE BOURG D HEM,23220,
CHEVILLON,52170,
GAZOST,65100,
ST SIMON,2640,
LUCENAY L EVEQUE,71540,
BUSSIERE ST GEORGES,23600,
CLEFMONT,52240,
GENOS,65240,
SAVY,2590,
MACON,71000,LOCHE
LA CELLE SOUS GOUZON,23230,
CUSEY,52190,
GENSAC,65140,
SEPTMONTS,2200,
MAILLY,71340,
CHATELUS LE MARCHEIX,23430,
DAMMARTIN SUR MEUSE,52140,
GEU,65100,
SERY LES MEZIERES,2240,
MALAY,71460,
CLAIRAVAUX,23500,
DARMANNES,52700,
GEZ EZ ANGLES,65100,
SOMMELANS,2470,
MARIGNY,71300,
DUN LE PALESTEL,23800,
DOULEVANT LE CHATEAU,52110,VILLIERS AUX CHENES
GONEZ,65350,
SOMMETTE EAUCOURT,2480,
MELAY,71340,
EVAUX LES BAINS,23110,
